index,grade,capture_type,source_path,output_path,segmented,width,height,area_px
313,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0098.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0098.jpg,True,240,238,54986.5
314,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0099.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0099.jpg,True,278,275,70327.5
315,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0100.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0100.jpg,True,250,250,59669.0
316,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0101.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0101.jpg,True,275,271,70367.5
317,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0102.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0102.jpg,True,245,245,58437.5
318,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0103.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0103.jpg,True,275,274,65789.5
319,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0104.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0104.jpg,True,297,293,83649.0
320,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0105.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0105.jpg,True,267,263,67794.0
321,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0106.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0106.jpg,True,272,272,61933.0
322,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0107.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0107.jpg,True,316,313,91977.0
323,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0108.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0108.jpg,True,304,310,90933.5
324,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0109.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0109.jpg,True,343,339,106447.5
325,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0110.JPG,,False,,,
326,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0111.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0111.jpg,True,237,226,43709.5
327,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0112.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0112.jpg,True,325,330,95997.5
328,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0113.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0113.jpg,True,376,372,128240.5
329,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0114.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0114.jpg,True,340,337,110956.5
330,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0115.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0115.jpg,True,335,333,106321.5
331,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0116.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0116.jpg,True,372,370,133674.0
332,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0117.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0117.jpg,True,258,259,62691.0
333,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0118.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0118.jpg,True,303,301,85333.5
334,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0119.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0119.jpg,True,322,317,97947.5
335,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0120.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0120.jpg,True,335,329,100557.5
336,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0121.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0121.jpg,True,289,290,77370.0
337,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0122.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0122.jpg,True,239,238,53764.5
338,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0123.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0123.jpg,True,317,318,95456.0
339,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0124.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0124.jpg,True,299,297,84266.5
340,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0125.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0125.jpg,True,320,324,98533.0
341,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0126.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0126.jpg,True,315,315,96033.0
342,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0127.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0127.jpg,True,327,331,103563.5
343,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0128.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0128.jpg,True,352,350,112586.0
344,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0129.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0129.jpg,True,312,314,93096.0
345,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0130.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0130.jpg,True,328,333,100745.5
346,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0131.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0131.jpg,True,320,318,97694.5
347,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0065.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0065.jpg,True,543,508,242003.0
348,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0066.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0066.jpg,True,452,432,159856.5
349,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0067.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0067.jpg,True,524,470,225588.5
350,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0068.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0068.jpg,True,535,447,205424.0
351,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0069.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0069.jpg,True,651,623,363351.0
352,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0070.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0070.jpg,True,583,564,297668.5
353,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0071.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0071.jpg,True,451,433,178803.5
354,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0072.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0072.jpg,True,407,384,144735.5
355,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0073.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0073.jpg,True,487,458,210244.5
356,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0074.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0074.jpg,True,470,447,193048.5
357,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0075.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0075.jpg,True,483,472,207590.0
358,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0076.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0076.jpg,True,469,455,204049.5
359,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0077.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0077.jpg,True,509,506,241157.5
360,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0078.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0078.jpg,True,560,539,282579.0
361,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0079.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0079.jpg,True,587,570,311104.0
362,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0080.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0080.jpg,True,500,480,228113.5
363,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0081.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0081.jpg,True,491,479,224078.5
364,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0082.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0082.jpg,True,555,543,281293.0
365,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0083.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0083.jpg,True,539,525,264349.5
366,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0084.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0084.jpg,True,557,535,282099.0
367,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0085.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0085.jpg,True,584,551,298649.0
368,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0086.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0086.jpg,True,513,509,245146.0
369,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0087.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0087.jpg,True,514,516,256642.0
370,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0088.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0088.jpg,True,510,514,247560.0
371,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0089.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0089.jpg,True,526,530,263490.5
372,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0090.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0090.jpg,True,482,485,221356.5
373,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0091.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0091.jpg,True,515,503,247022.5
374,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0092.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0092.jpg,True,411,400,153921.0
375,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0093.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0093.jpg,True,420,410,164511.0
376,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0094.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0094.jpg,True,441,430,177540.0
377,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0095.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0095.jpg,True,424,417,167759.0
378,5,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-5(Cam)\DSC_0096.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\dslr__DSC_0096.jpg,True,403,396,151932.5
