source,output,grade,augmented
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0128.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\dslr__DSC_0128_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0129.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\dslr__DSC_0129.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0129.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\dslr__DSC_0129_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0129.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\dslr__DSC_0129_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0130.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\dslr__DSC_0130.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0130.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\dslr__DSC_0130_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0130.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\dslr__DSC_0130_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0131.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\dslr__DSC_0131.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0131.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\dslr__DSC_0131_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_103905.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_103905.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_103905.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_103905_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_103905.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_103905_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104114.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104114.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104114.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104114_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104114.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104114_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104213.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104213.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104213.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104213_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104325.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104325.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104325.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104325_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104416.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104416.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104416.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104416_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104640.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104640.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104640.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104640_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104640.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104640_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104740.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104740.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104740.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104740_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104740.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104740_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104804.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104804.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104804.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104804_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104804.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104804_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104826.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104826.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104826.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104826_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104848.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104848.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104848.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104848_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104848.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104848_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104939.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104939.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104939.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104939_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_104939.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_104939_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105000.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105000.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105000.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105000_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105000.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105000_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105103.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105103.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105103.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105103_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105116.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105116.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105116.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105116_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105116.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105116_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105141.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105141.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105141.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105141_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105141.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105141_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105231.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105231.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105231.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105231_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105231.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105231_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105255.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105255.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105255.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105255_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105255.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105255_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105309.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105309.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105309.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105309_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105309.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105309_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105335.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105335.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105335.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105335_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105352.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105352.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105352.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105352_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105408.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105408.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105408.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105408_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250912_105408.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250912_105408_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152103.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152103.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152103.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152103_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152103.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152103_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152205.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152205.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152205.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152205_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152230.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152230.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152230.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152230_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152230.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152230_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152413.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152413.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152413.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152413_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152413.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152413_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152428.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152428.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152428.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152428_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152440.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152440.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152440.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152440_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152450.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152450.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152450.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152450_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152450.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152450_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152521.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152521.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152521.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152521_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152521.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152521_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152535.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152535.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152535.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152535_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152535.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152535_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152553.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152553.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152553.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152553_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152553.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152553_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152610.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152610.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152610.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152610_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152610.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152610_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152651.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152651.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152651.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152651_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152651.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152651_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152724.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152724.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152724.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152724_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152735.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152735.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152735.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152735_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152735.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152735_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152800.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152800.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152800.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152800_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152800.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152800_aug1.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152845.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152845.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152845.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152845_aug0.jpg,4,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152859.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152859.jpg,4,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\phone__20250913_152859.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\4\phone__20250913_152859_aug0.jpg,4,True
